move,accuracy
0,0.03333333333333333
1,0.16666666666666666
2,0.5333333333333333
3,0.6333333333333333
4,0.5
5,0.5
6,0.5
7,0.43333333333333335
8,0.43333333333333335
9,0.43333333333333335
10,0.5
11,0.43333333333333335
12,0.4666666666666667
13,0.5
14,0.5333333333333333
15,0.5
16,0.5333333333333333
17,0.5666666666666667
18,0.5333333333333333
19,0.5666666666666667
20,0.6
21,0.5333333333333333
22,0.5666666666666667
23,0.5333333333333333
24,0.6
25,0.6
26,0.6
27,0.6666666666666666
28,0.6333333333333333
29,0.6333333333333333
30,0.6333333333333333
31,0.6666666666666666
32,0.6666666666666666
33,0.6666666666666666
34,0.6
35,0.6
36,0.6
37,0.6
38,0.5666666666666667
39,0.6
40,0.6
41,0.6
42,0.6333333333333333
43,0.6
44,0.6333333333333333
45,0.6333333333333333
46,0.6333333333333333
47,0.6333333333333333
48,0.6333333333333333
49,0.6333333333333333
50,0.6333333333333333
51,0.6333333333333333
52,0.6333333333333333
53,0.6333333333333333
54,0.6333333333333333
55,0.6333333333333333
56,0.6333333333333333
57,0.6333333333333333
58,0.6333333333333333
59,0.6333333333333333
60,0.6333333333333333
61,0.6333333333333333
62,0.6333333333333333
63,0.6333333333333333
64,0.6333333333333333
65,0.6333333333333333
66,0.6333333333333333
67,0.6333333333333333
68,0.6333333333333333
69,0.6333333333333333
70,0.6333333333333333
71,0.6333333333333333
72,0.6333333333333333
73,0.6333333333333333
74,0.6333333333333333
75,0.6333333333333333
76,0.6333333333333333
77,0.6333333333333333
78,0.6333333333333333
79,0.6333333333333333
80,0.6333333333333333
81,0.6333333333333333
82,0.6333333333333333
83,0.6333333333333333
84,0.6333333333333333
85,0.6333333333333333
86,0.6333333333333333
87,0.6333333333333333
88,0.6333333333333333
89,0.6333333333333333
90,0.6333333333333333
91,0.6333333333333333
92,0.6333333333333333
93,0.6333333333333333
94,0.6333333333333333
95,0.6333333333333333
96,0.6333333333333333
97,0.6333333333333333
98,0.6333333333333333
99,0.6333333333333333
100,0.6333333333333333
